FULL NAME,NICKNAME,GENDER,DATE OF BIRTH,PHONE NUMBER,PROGRAM SELECTED,BRANCH,CHECKLIST A,CHECKLIST B,CHECKLIST C,CHECKLIST D,CHECKLIST E,YEAR,ADMISSION STATUS,,,
Participant 3107,Participant 3107,Wanita,20/02/1968,85000003107,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3108,Participant 3108,Wanita,03/05/1991,85000003108,Visual - Makeup,Yogyakarta,Completed,Completed,Not Completed,Not Completed,Completed,2019,No,,,
Participant 998,Participant 998,Pria,24/05/1998,85000000998,Vocal - Singer,Jakarta (Open Class),Not Completed,Completed,Not Completed,Completed,Not Completed,2019,No,,,
Participant 3109,Participant 3109,Pria,30/12/1981,85000003109,Vocal - Lead,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,No,,,
Participant 2395,Participant 2395,Wanita,05/09/2004,85000002395,Vocal - Singer,Jakarta (Open Class),No,Completed,Not Completed,Completed,Not Completed,2019,No,,,
Participant 3110,Participant 3110,Pria,22/07/2004,85000003110,Music - Saxophone,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2396,Participant 2396,Pria,11/04/1995,85000002396,Music - Guitar,Solo (Open Class),Yes,Completed,Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 3111,Participant 3111,Pria,22/07/2004,85000003111,Music - Saxophone,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2397,Participant 2397,Pria,23/04/1975,85000002397,Vocal - Singer,Solo (Open Class),Yes,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3112,Participant 3112,Wanita,17/02/1994,85000003112,Visual - Makeup,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2399,Participant 2399,Pria,05/02/2007,85000002399,Music - Drum,Solo (Open Class),No,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3113,Participant 3113,Pria,22/02/2002,85000003113,Music - Bass,Yogyakarta,Completed,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 3114,Participant 3114,Pria,04/11/1987,85000003114,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Not Completed,Not Completed,2019,Yes,,,
Participant 3115,Participant 3115,Wanita,23/10/1988,85000003115,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 2401,Participant 2401,Wanita,26/05/1979,85000002401,Vocal - Lead,Solo (Open Class),No,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2402,Participant 2402,Pria,20/05/2006,85000002402,Music - Drum,Solo  (Open Class),No,Not Completed,Completed,Completed,Completed,2019,No,,,
Participant 3116,Participant 3116,Wanita,30/08/1998,85000003116,Vocal - Choir,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3117,Participant 3117,Pria,22/11/2001,85000003117,Music - Drum,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3118,Participant 3118,Wanita,21/03/2001,85000003118,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2404,Participant 2404,Wanita,09/07/1976,85000002404,Vocal - Lead,Solo (Open Class),Yes,Not Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 2405,Participant 2405,Pria,16/10/1992,85000002405,Music - Drum,Solo (Open Class),No,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2406,Participant 2406,Wanita,10/01/2007,85000002406,Arts - Percussion,Solo (Open Class),No,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 2407,Participant 2407,Wanita,02/02/2005,85000002407,Vocal - Singer,Yogyakarta (Open Class),No,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 3119,Participant 3119,Wanita,05/07/1993,85000003119,Vocal - Choir,Yogyakarta,Not Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 3120,Participant 3120,Pria,02/09/2001,85000003120,Music - Keyboard,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3121,Participant 3121,Wanita,24/08/1997,85000003121,Vocal - Choir,Yogyakarta,Not Completed,Completed,Completed,Completed,Completed,2019,No,,,
Participant 3122,Participant 3122,Wanita,13/07/2000,85000003122,Vocal - Choir,Yogyakarta,Completed,Completed,Not Completed,Completed,Completed,2019,Yes,,,
Participant 3123,Participant 3123,Pria,28/10/1995,85000003123,Music - Keyboard,Yogyakarta,Completed,Not Completed,Completed,Completed,Not Completed,2019,Yes,,,
Participant 3124,Participant 3124,Wanita,15/05/2000,85000003124,Visual - Makeup,Yogyakarta,Completed,Completed,Completed,Completed,Completed,2019,Yes,,,
Participant 3125,Participant 3125,Wanita,13/11/1999,85000003125,Arts - Percussion,Yogyakarta,Completed,Completed,Completed,Not Completed,Completed,2019,No,,,
Participant 2409,Participant 2409,Wanita,13/12/1978,85000002409,Vocal - Lead,Solo (Open Class),Yes,Completed,Completed,Completed,Completed,2019,No,,,
Participant 2411,Participant 2411,Wanita,26/11/2006,85000002411,Arts - Percussion,Solo (Open Class),No,Completed,Completed,Not Completed,Not Completed,2019,No,,,
Participant 2412,Participant 2412,Wanita,16/02/1999,85000002412,Arts - Percussion,Solo (Open Class),Yes,Completed,Completed,Completed,Not Completed,2019,No,,,
